prAtipadika	antya	nAmapada	liNgam	viBakti	vacanam	rUpam
haviz	z	nAma	napuMsaka	zazWI	dvi	havizoH
haviz	z	nAma	napuMsaka	zazWI	bahu	havInAm
haviz	z	nAma	napuMsaka	saptamI	eka	havizi
haviz	z	nAma	napuMsaka	saptamI	dvi	havizoH
haviz	z	nAma	napuMsaka	saptamI	bahu	havizzu
haviz	z	nAma	napuMsaka	samboDana	eka	haviH
haviz	z	nAma	napuMsaka	samboDana	dvi	havizI
haviz	z	nAma	napuMsaka	samboDana	bahu	havIMzi
manas	s	nAma	napuMsaka	praTamA	eka	manaH
manas	s	nAma	napuMsaka	praTamA	dvi	manasI
manas	s	nAma	napuMsaka	praTamA	bahu	manAMsi
manas	s	nAma	napuMsaka	dvitIyA	eka	manaH
manas	s	nAma	napuMsaka	dvitIyA	dvi	manasI
manas	s	nAma	napuMsaka	dvitIyA	bahu	manAMsi
manas	s	nAma	napuMsaka	tftIyA	eka	manasA
manas	s	nAma	napuMsaka	tftIyA	dvi	manoByAm
manas	s	nAma	napuMsaka	tftIyA	bahu	manoBiH
manas	s	nAma	napuMsaka	caturTI	eka	manase
manas	s	nAma	napuMsaka	caturTI	dvi	manoByAm
manas	s	nAma	napuMsaka	caturTI	bahu	manoByaH
manas	s	nAma	napuMsaka	paYcamI	eka	manasaH
manas	s	nAma	napuMsaka	paYcamI	dvi	manoByAm
manas	s	nAma	napuMsaka	paYcamI	bahu	manoByaH
manas	s	nAma	napuMsaka	zazWI	eka	manasaH
manas	s	nAma	napuMsaka	zazWI	dvi	manasoH
manas	s	nAma	napuMsaka	zazWI	bahu	manasAm
manas	s	nAma	napuMsaka	saptamI	eka	manasi
manas	s	nAma	napuMsaka	saptamI	dvi	manasoH
manas	s	nAma	napuMsaka	saptamI	bahu	manassu
manas	s	nAma	napuMsaka	samboDana	eka	manaH
manas	s	nAma	napuMsaka	samboDana	dvi	manasI
manas	s	nAma	napuMsaka	samboDana	bahu	manAMsi
amBoruh	h	nAma	napuMsaka	praTamA	eka	amBoruw
amBoruh	h	nAma	napuMsaka	praTamA	dvi	amBoruhI
amBoruh	h	nAma	napuMsaka	praTamA	bahu	amBoruMhi
amBoruh	h	nAma	napuMsaka	dvitIyA	eka	amBoruw
amBoruh	h	nAma	napuMsaka	dvitIyA	dvi	amBoruhI
amBoruh	h	nAma	napuMsaka	dvitIyA	bahu	amBoruMhi
amBoruh	h	nAma	napuMsaka	tftIyA	eka	amBoruhA
amBoruh	h	nAma	napuMsaka	tftIyA	dvi	amBoruqByAm
amBoruh	h	nAma	napuMsaka	tftIyA	bahu	amBoruqBiH
amBoruh	h	nAma	napuMsaka	caturTI	eka	amBoruhe
amBoruh	h	nAma	napuMsaka	caturTI	dvi	amBoruqByAm
amBoruh	h	nAma	napuMsaka	caturTI	bahu	amBoruqByaH
amBoruh	h	nAma	napuMsaka	paYcamI	eka	amBoruhaH
amBoruh	h	nAma	napuMsaka	paYcamI	dvi	amBoruqByAm
amBoruh	h	nAma	napuMsaka	paYcamI	bahu	amBoraqByaH
amBoruh	h	nAma	napuMsaka	zazWI	eka	amBoruhaH
amBoruh	h	nAma	napuMsaka	zazWI	dvi	amBoruhoH
amBoruh	h	nAma	napuMsaka	zazWI	bahu	amBoruhAm
amBoruh	h	nAma	napuMsaka	saptamI	eka	amBoruhi
amBoruh	h	nAma	napuMsaka	saptamI	dvi	amBoruhoH
amBoruh	h	nAma	napuMsaka	saptamI	bahu	amboruwsu
amBoruh	h	nAma	napuMsaka	samboDana	eka	amBoruw
amBoruh	h	nAma	napuMsaka	samboDana	dvi	amBoruhI
amBoruh	h	nAma	napuMsaka	samboDana	bahu	amBoruMhi
