prAtipadika	nAmapada	liNgam	viBakti	vacanam	rUpam
Denu	nAma	strI	caturTI	dvi	DenuByAm
Denu	nAma	strI	caturTI	bahu	DenuByaH
Denu	nAma	strI	paYcamI	eka	DenvAH, DenoH
Denu	nAma	strI	paYcamI	dvi	DenuByAm
Denu	nAma	strI	paYcamI	bahu	DenuByaH
Denu	nAma	strI	zazWI	eka	DenvAH, DenoH
Denu	nAma	strI	zazWI	dvi	DenvoH
Denu	nAma	strI	zazWI	bahu	DenUnAm
Denu	nAma	strI	saptamI	eka	DenvAm, DenO
Denu	nAma	strI	saptamI	dvi	DenvoH
Denu	nAma	strI	saptamI	bahu	Denuzu
Denu	nAma	strI	samboDana	eka	Deno
Denu	nAma	strI	samboDana	dvi	he DenU
Denu	nAma	strI	samboDana	bahu	DenavaH
vaDU	nAma	strI	praTamA	eka	vaDUH
vaDU	nAma	strI	praTamA	dvi	vaDvO
vaDU	nAma	strI	praTamA	bahu	vaDvaH
vaDU	nAma	strI	dvitIyA	eka	vaDUm
vaDU	nAma	strI	dvitIyA	dvi	vaDvO
vaDU	nAma	strI	dvitIyA	bahu	vaDUH
vaDU	nAma	strI	tftIyA	eka	vaDvA
vaDU	nAma	strI	tftIyA	dvi	vaDUByAm
vaDU	nAma	strI	tftIyA	bahu	vaDUBiH
vaDU	nAma	strI	caturTI	eka	vaDvE
vaDU	nAma	strI	caturTI	dvi	vaDUByAm
vaDU	nAma	strI	caturTI	bahu	vaDUByaH
vaDU	nAma	strI	paYcamI	eka	vaDvAH
vaDU	nAma	strI	paYcamI	dvi	vaDUByAm
vaDU	nAma	strI	paYcamI	bahu	vaDUByaH
vaDU	nAma	strI	zazWI	eka	vaDvAH
vaDU	nAma	strI	zazWI	dvi	vaDvoH
vaDU	nAma	strI	zazWI	bahu	vaDUnAm
vaDU	nAma	strI	saptamI	eka	vaDvAm
vaDU	nAma	strI	saptamI	dvi	vaDvoH
vaDU	nAma	strI	saptamI	bahu	vaDUzu
vaDU	nAma	strI	samboDana	eka	vaDu
vaDU	nAma	strI	samboDana	dvi	vaDvO
vaDU	nAma	strI	samboDana	bahu	vaDvaH
svasf	nAma	strI	praTamA	eka	svasA
svasf	nAma	strI	praTamA	dvi	svasArO
svasf	nAma	strI	praTamA	bahu	svasAraH
svasf	nAma	strI	dvitIyA	eka	svasAram
svasf	nAma	strI	dvitIyA	dvi	svasArO
svasf	nAma	strI	dvitIyA	bahu	svasfH
svasf	nAma	strI	tftIyA	eka	svasrA
svasf	nAma	strI	tftIyA	dvi	svasfByAm
svasf	nAma	strI	tftIyA	bahu	svasfBiH
svasf	nAma	strI	caturTI	eka	svasre
svasf	nAma	strI	caturTI	dvi	svasfByAm
svasf	nAma	strI	caturTI	bahu	svasfByaH
svasf	nAma	strI	paYcamI	eka	svasuH
svasf	nAma	strI	paYcamI	dvi	svasfByAm
svasf	nAma	strI	paYcamI	bahu	svasfByaH
svasf	nAma	strI	zazWI	eka	svasuH
svasf	nAma	strI	zazWI	dvi	svastroH
svasf	nAma	strI	zazWI	bahu	svasFRAm
svasf	nAma	strI	saptamI	eka	svasari
svasf	nAma	strI	saptamI	dvi	svastroH
svasf	nAma	strI	saptamI	bahu	svasfzu
svasf	nAma	strI	samboDana	eka	svasaH
svasf	nAma	strI	samboDana	dvi	he svasArO
svasf	nAma	strI	samboDana	bahu	svasAraH
nO	nAma	strI	praTamA	eka	nOH
nO	nAma	strI	praTamA	dvi	glAvO
nO	nAma	strI	praTamA	bahu	nAvaH
nO	nAma	strI	dvitIyA	eka	nAvam
nO	nAma	strI	dvitIyA	dvi	glAvO
nO	nAma	strI	dvitIyA	bahu	nAvaH
nO	nAma	strI	tftIyA	eka	nAvA
nO	nAma	strI	tftIyA	dvi	glOByAm
nO	nAma	strI	tftIyA	bahu	nOBiH
nO	nAma	strI	caturTI	eka	nAve
nO	nAma	strI	caturTI	dvi	glOByAm
nO	nAma	strI	caturTI	bahu	nOByaH
nO	nAma	strI	paYcamI	eka	nAvaH
nO	nAma	strI	paYcamI	dvi	glOByAm
nO	nAma	strI	paYcamI	bahu	nOByaH
nO	nAma	strI	zazWI	eka	nAvaH
nO	nAma	strI	zazWI	dvi	glAvoH
nO	nAma	strI	zazWI	bahu	nAvAm
nO	nAma	strI	saptamI	eka	nAvi
nO	nAma	strI	saptamI	dvi	glAvoH
nO	nAma	strI	saptamI	bahu	nOzu
nO	nAma	strI	samboDana	eka	nOH
nO	nAma	strI	samboDana	dvi	glAvO
nO	nAma	strI	samboDana	bahu	nAvaH
vAc	nAma	strI	praTamA	eka	vAk-g
vAc	nAma	strI	praTamA	dvi	vAcO
vAc	nAma	strI	praTamA	bahu	vAcaH
vAc	nAma	strI	dvitIyA	eka	vAcam
vAc	nAma	strI	dvitIyA	dvi	vAcO
vAc	nAma	strI	dvitIyA	bahu	vAcaH
vAc	nAma	strI	tftIyA	eka	vAcA
vAc	nAma	strI	tftIyA	dvi	vAgByAm
vAc	nAma	strI	tftIyA	bahu	vAgBiH
vAc	nAma	strI	caturTI	eka	vAce
vAc	nAma	strI	caturTI	dvi	vAgByAm
vAc	nAma	strI	caturTI	bahu	vAgByaH
vAc	nAma	strI	paYcamI	eka	vAcaH
vAc	nAma	strI	paYcamI	dvi	vAgByAm
vAc	nAma	strI	paYcamI	bahu	vAgByaH
vAc	nAma	strI	zazWI	eka	vAcaH
vAc	nAma	strI	zazWI	dvi	vAcoH
vAc	nAma	strI	zazWI	bahu	vAcAm
vAc	nAma	strI	saptamI	eka	vAci
vAc	nAma	strI	saptamI	dvi	vAcoH
vAc	nAma	strI	saptamI	bahu	vAkzu
vAc	nAma	strI	samboDana	eka	vAk-g
vAc	nAma	strI	samboDana	dvi	vAcO
vAc	nAma	strI	samboDana	bahu	vAcaH
sraj	nAma	strI	praTamA	eka	srak
sraj	nAma	strI	praTamA	dvi	srajO
sraj	nAma	strI	praTamA	bahu	srajaH
sraj	nAma	strI	dvitIyA	eka	srajam
sraj	nAma	strI	dvitIyA	dvi	srajO
sraj	nAma	strI	dvitIyA	bahu	srajaH
sraj	nAma	strI	tftIyA	eka	srajA
sraj	nAma	strI	tftIyA	dvi	sragByAm
sraj	nAma	strI	tftIyA	bahu	sragBiH
sraj	nAma	strI	caturTI	eka	sraje
sraj	nAma	strI	caturTI	dvi	sragByAm
sraj	nAma	strI	caturTI	bahu	sragByaH
sraj	nAma	strI	paYcamI	eka	srajaH
sraj	nAma	strI	paYcamI	dvi	sragByAm
sraj	nAma	strI	paYcamI	bahu	sragByaH
sraj	nAma	strI	zazWI	eka	srajaH
sraj	nAma	strI	zazWI	dvi	srajoH
sraj	nAma	strI	zazWI	bahu	srajAm
sraj	nAma	strI	saptamI	eka	sraji
sraj	nAma	strI	saptamI	dvi	srajoH
sraj	nAma	strI	saptamI	bahu	srakzu
sraj	nAma	strI	samboDana	eka	srak
sraj	nAma	strI	samboDana	dvi	srajO
sraj	nAma	strI	samboDana	bahu	srajaH
sarit	nAma	strI	praTamA	eka	sarit
sarit	nAma	strI	praTamA	dvi	saritO
sarit	nAma	strI	praTamA	bahu	saritaH
sarit	nAma	strI	dvitIyA	eka	saritam
sarit	nAma	strI	dvitIyA	dvi	saritO
sarit	nAma	strI	dvitIyA	bahu	saritaH
sarit	nAma	strI	tftIyA	eka	saritA
sarit	nAma	strI	tftIyA	dvi	saridByAm
sarit	nAma	strI	tftIyA	bahu	saridBiH
sarit	nAma	strI	caturTI	eka	sarite
sarit	nAma	strI	caturTI	dvi	saridByAm
sarit	nAma	strI	caturTI	bahu	saridByaH
sarit	nAma	strI	paYcamI	eka	saritaH
sarit	nAma	strI	paYcamI	dvi	saridByAm
sarit	nAma	strI	paYcamI	bahu	saridByaH
sarit	nAma	strI	zazWI	eka	saritaH
sarit	nAma	strI	zazWI	dvi	saritoH
sarit	nAma	strI	zazWI	bahu	saritAm
sarit	nAma	strI	saptamI	eka	sariti
sarit	nAma	strI	saptamI	dvi	saritoH
sarit	nAma	strI	saptamI	bahu	saritsu
sarit	nAma	strI	samboDana	eka	sarit
sarit	nAma	strI	samboDana	dvi	saritO
sarit	nAma	strI	samboDana	bahu	saritaH
Apad	nAma	strI	praTamA	eka	Apad
Apad	nAma	strI	praTamA	dvi	ApadO
Apad	nAma	strI	praTamA	bahu	ApadaH
Apad	nAma	strI	dvitIyA	eka	Apadam
Apad	nAma	strI	dvitIyA	dvi	ApadO
Apad	nAma	strI	dvitIyA	bahu	ApadaH
Apad	nAma	strI	tftIyA	eka	ApadA
Apad	nAma	strI	tftIyA	dvi	ApadByAm
Apad	nAma	strI	tftIyA	bahu	ApadBiH
Apad	nAma	strI	caturTI	eka	Apade
Apad	nAma	strI	caturTI	dvi	ApadByAm
Apad	nAma	strI	caturTI	bahu	ApadByaH
Apad	nAma	strI	paYcamI	eka	ApadaH
Apad	nAma	strI	paYcamI	dvi	ApadByAm
Apad	nAma	strI	paYcamI	bahu	ApadByaH
Apad	nAma	strI	zazWI	eka	ApadaH
Apad	nAma	strI	zazWI	dvi	ApadoH
Apad	nAma	strI	zazWI	bahu	ApadByAm
Apad	nAma	strI	saptamI	eka	Apadi
Apad	nAma	strI	saptamI	dvi	ApadoH
Apad	nAma	strI	saptamI	bahu	Apatsu
Apad	nAma	strI	samboDana	eka	Apad
Apad	nAma	strI	samboDana	dvi	ApadO
Apad	nAma	strI	samboDana	bahu	ApadaH
samiD	nAma	strI	praTamA	eka	samit
samiD	nAma	strI	praTamA	dvi	samiDO
samiD	nAma	strI	praTamA	bahu	samiDaH
samiD	nAma	strI	dvitIyA	eka	samiDam
samiD	nAma	strI	dvitIyA	dvi	samiDO
samiD	nAma	strI	dvitIyA	bahu	samiDaH
samiD	nAma	strI	tftIyA	eka	samiDA
samiD	nAma	strI	tftIyA	dvi	samidByAm
samiD	nAma	strI	tftIyA	bahu	samidBiH
samiD	nAma	strI	caturTI	eka	samiDe
samiD	nAma	strI	caturTI	dvi	samidByAm
samiD	nAma	strI	caturTI	bahu	samidByaH
samiD	nAma	strI	paYcamI	eka	samiDaH
samiD	nAma	strI	paYcamI	dvi	samidByAm
samiD	nAma	strI	paYcamI	bahu	samidByaH
samiD	nAma	strI	zazWI	eka	samiDaH
samiD	nAma	strI	zazWI	dvi	samiDoH
samiD	nAma	strI	zazWI	bahu	samiDAm
samiD	nAma	strI	saptamI	eka	samiDi
samiD	nAma	strI	saptamI	dvi	samiDoH
samiD	nAma	strI	saptamI	bahu	samitsu
samiD	nAma	strI	samboDana	eka	samit
samiD	nAma	strI	samboDana	dvi	samiDO
samiD	nAma	strI	samboDana	bahu	samiDaH
sIman	nAma	strI	praTamA	eka	sImA
sIman	nAma	strI	praTamA	dvi	sImnO
sIman	nAma	strI	praTamA	bahu	sImAnaH
sIman	nAma	strI	dvitIyA	eka	sImAnam
sIman	nAma	strI	dvitIyA	dvi	sImnO
sIman	nAma	strI	dvitIyA	bahu	sImnaH
sIman	nAma	strI	tftIyA	eka	sImnA
sIman	nAma	strI	tftIyA	dvi	sImaByAm
sIman	nAma	strI	tftIyA	bahu	sImaBiH
sIman	nAma	strI	caturTI	eka	sImne
sIman	nAma	strI	caturTI	dvi	sImaByAm
sIman	nAma	strI	caturTI	bahu	sImaByaH
sIman	nAma	strI	paYcamI	eka	sImnaH
sIman	nAma	strI	paYcamI	dvi	sImaByAm
sIman	nAma	strI	paYcamI	bahu	sImaByaH
sIman	nAma	strI	zazWI	eka	sImnaH
sIman	nAma	strI	zazWI	dvi	sImnoH
sIman	nAma	strI	zazWI	bahu	sImnAm
sIman	nAma	strI	saptamI	eka	sImni
sIman	nAma	strI	saptamI	dvi	sImnoH
sIman	nAma	strI	saptamI	bahu	sImasu
sIman	nAma	strI	samboDana	eka	sIman
sIman	nAma	strI	samboDana	dvi	sImnO
sIman	nAma	strI	samboDana	bahu	sImAnaH
ap	nAma	strI	praTamA	eka	,,
ap	nAma	strI	praTamA	dvi	
ap	nAma	strI	praTamA	bahu	ApaH
ap	nAma	strI	dvitIyA	eka	
ap	nAma	strI	dvitIyA	dvi	
ap	nAma	strI	dvitIyA	bahu	apaH
ap	nAma	strI	tftIyA	eka	
ap	nAma	strI	tftIyA	dvi	
ap	nAma	strI	tftIyA	bahu	adBiH
ap	nAma	strI	caturTI	eka	
ap	nAma	strI	caturTI	dvi	
ap	nAma	strI	caturTI	bahu	adByaH
ap	nAma	strI	paYcamI	eka	
ap	nAma	strI	paYcamI	dvi	
ap	nAma	strI	paYcamI	bahu	adByaH
ap	nAma	strI	zazWI	eka	
ap	nAma	strI	zazWI	dvi	
ap	nAma	strI	zazWI	bahu	apAm
ap	nAma	strI	saptamI	eka	
ap	nAma	strI	saptamI	dvi	
ap	nAma	strI	saptamI	bahu	apsu
ap	nAma	strI	samboDana	eka	
ap	nAma	strI	samboDana	dvi	
ap	nAma	strI	samboDana	bahu	ApaH
kakuB	nAma	strI	praTamA	eka	kakup
kakuB	nAma	strI	praTamA	dvi	kakuBaH
kakuB	nAma	strI	praTamA	bahu	kakuBaH
kakuB	nAma	strI	dvitIyA	eka	kakuBam
kakuB	nAma	strI	dvitIyA	dvi	kakuBaH
kakuB	nAma	strI	dvitIyA	bahu	kakuBaH
kakuB	nAma	strI	tftIyA	eka	kakuBA
kakuB	nAma	strI	tftIyA	dvi	kakubBiH
kakuB	nAma	strI	tftIyA	bahu	kakubBiH
kakuB	nAma	strI	caturTI	eka	kakuBe
kakuB	nAma	strI	caturTI	dvi	kakubByaH
kakuB	nAma	strI	caturTI	bahu	kakubByaH
kakuB	nAma	strI	paYcamI	eka	kakuBaH
kakuB	nAma	strI	paYcamI	dvi	kakubByaH
kakuB	nAma	strI	paYcamI	bahu	kakubByaH
kakuB	nAma	strI	zazWI	eka	kakuBaH
kakuB	nAma	strI	zazWI	dvi	kakuBAm
kakuB	nAma	strI	zazWI	bahu	kakuBAm
kakuB	nAma	strI	saptamI	eka	kakuBi
kakuB	nAma	strI	saptamI	dvi	kakupsu
kakuB	nAma	strI	saptamI	bahu	kakupsu
kakuB	nAma	strI	samboDana	eka	kakup
kakuB	nAma	strI	samboDana	dvi	kakuBaH
kakuB	nAma	strI	samboDana	bahu	kakuBaH
gir	nAma	strI	praTamA	eka	gIH
gir	nAma	strI	praTamA	dvi	giraH
gir	nAma	strI	praTamA	bahu	giraH
gir	nAma	strI	dvitIyA	eka	giram
gir	nAma	strI	dvitIyA	dvi	giraH
gir	nAma	strI	dvitIyA	bahu	giraH
gir	nAma	strI	tftIyA	eka	girA
gir	nAma	strI	tftIyA	dvi	gIrBiH
gir	nAma	strI	tftIyA	bahu	gIrBiH
gir	nAma	strI	caturTI	eka	gire
gir	nAma	strI	caturTI	dvi	gIrByaH
gir	nAma	strI	caturTI	bahu	gIrByaH
gir	nAma	strI	paYcamI	eka	giraH
gir	nAma	strI	paYcamI	dvi	gIrByaH
gir	nAma	strI	paYcamI	bahu	gIrByaH
gir	nAma	strI	zazWI	eka	giraH
gir	nAma	strI	zazWI	dvi	girAm
gir	nAma	strI	zazWI	bahu	girAm
gir	nAma	strI	saptamI	eka	giri
gir	nAma	strI	saptamI	dvi	gIrzu
gir	nAma	strI	saptamI	bahu	gIrzu
gir	nAma	strI	samboDana	eka	gIH
gir	nAma	strI	samboDana	dvi	giraH
gir	nAma	strI	samboDana	bahu	giraH
div	nAma	strI	praTamA	eka	dyOH
div	nAma	strI	praTamA	dvi	divO
div	nAma	strI	praTamA	bahu	divaH
div	nAma	strI	dvitIyA	eka	divam
div	nAma	strI	dvitIyA	dvi	divO
div	nAma	strI	dvitIyA	bahu	divaH
div	nAma	strI	tftIyA	eka	divA
div	nAma	strI	tftIyA	dvi	dyuByAm
div	nAma	strI	tftIyA	bahu	dyuBiH
div	nAma	strI	caturTI	eka	dive
div	nAma	strI	caturTI	dvi	dyuByAm
div	nAma	strI	caturTI	bahu	dyuByaH
div	nAma	strI	paYcamI	eka	divaH
div	nAma	strI	paYcamI	dvi	dyuByAm
div	nAma	strI	paYcamI	bahu	dyuByaH
div	nAma	strI	zazWI	eka	divaH
div	nAma	strI	zazWI	dvi	divoH
div	nAma	strI	zazWI	bahu	divAm
div	nAma	strI	saptamI	eka	divi
div	nAma	strI	saptamI	dvi	divoH
div	nAma	strI	saptamI	bahu	dyuzu
div	nAma	strI	samboDana	eka	dyOH
div	nAma	strI	samboDana	dvi	divO
div	nAma	strI	samboDana	bahu	divaH
diS	nAma	strI	praTamA	eka	dik
diS	nAma	strI	praTamA	dvi	diSO
diS	nAma	strI	praTamA	bahu	diSaH
diS	nAma	strI	dvitIyA	eka	diSam
diS	nAma	strI	dvitIyA	dvi	diSO
diS	nAma	strI	dvitIyA	bahu	diSaH
diS	nAma	strI	tftIyA	eka	diSA
diS	nAma	strI	tftIyA	dvi	digByAm
diS	nAma	strI	tftIyA	bahu	digBiH
diS	nAma	strI	caturTI	eka	diSe
diS	nAma	strI	caturTI	dvi	digByAm
diS	nAma	strI	caturTI	bahu	digByaH
diS	nAma	strI	paYcamI	eka	diSaH
diS	nAma	strI	paYcamI	dvi	digByAm
diS	nAma	strI	paYcamI	bahu	digByaH
diS	nAma	strI	zazWI	eka	diSaH
diS	nAma	strI	zazWI	dvi	diSoH
diS	nAma	strI	zazWI	bahu	diSAm
diS	nAma	strI	saptamI	eka	diSi
diS	nAma	strI	saptamI	dvi	diSoH
diS	nAma	strI	saptamI	bahu	dikzu
diS	nAma	strI	samboDana	eka	dik
diS	nAma	strI	samboDana	dvi	diSO
diS	nAma	strI	samboDana	bahu	diSaH
prAvfw	nAma	strI	praTamA	eka	prAvfz
prAvfw	nAma	strI	praTamA	dvi	prAvfzO
prAvfw	nAma	strI	praTamA	bahu	prAvfzaH
prAvfw	nAma	strI	dvitIyA	eka	prAvfzam
prAvfw	nAma	strI	dvitIyA	dvi	prAvfzO
prAvfw	nAma	strI	dvitIyA	bahu	prAvfzaH
prAvfw	nAma	strI	tftIyA	eka	prAvfzA
prAvfw	nAma	strI	tftIyA	dvi	prAvfqByAm
prAvfw	nAma	strI	tftIyA	bahu	prAvfqBiH
prAvfw	nAma	strI	caturTI	eka	prAvfze
prAvfw	nAma	strI	caturTI	dvi	prAvfqByAm
prAvfw	nAma	strI	caturTI	bahu	prAvfqByaH
prAvfw	nAma	strI	paYcamI	eka	prAvfzaH
prAvfw	nAma	strI	paYcamI	dvi	prAvfqByAm
prAvfw	nAma	strI	paYcamI	bahu	prAvfqByaH
prAvfw	nAma	strI	zazWI	eka	prAvfzaH
prAvfw	nAma	strI	zazWI	dvi	prAvfzoH
prAvfw	nAma	strI	zazWI	bahu	prAvfzAm
prAvfw	nAma	strI	saptamI	eka	prAvfzi
prAvfw	nAma	strI	saptamI	dvi	prAvfzoH
prAvfw	nAma	strI	saptamI	bahu	prAvfzu
prAvfw	nAma	strI	samboDana	eka	prAvfz
prAvfw	nAma	strI	samboDana	dvi	prAvfzO
prAvfw	nAma	strI	samboDana	bahu	prAvfzaH
BAs	nAma	strI	praTamA	eka	BAH
BAs	nAma	strI	praTamA	dvi	BAsO
BAs	nAma	strI	praTamA	bahu	BAsaH
BAs	nAma	strI	dvitIyA	eka	BAsam
BAs	nAma	strI	dvitIyA	dvi	BAsO
BAs	nAma	strI	dvitIyA	bahu	BAsaH
BAs	nAma	strI	tftIyA	eka	BAsA
BAs	nAma	strI	tftIyA	dvi	BAByAm
BAs	nAma	strI	tftIyA	bahu	BABiH
BAs	nAma	strI	caturTI	eka	BAse
BAs	nAma	strI	caturTI	dvi	BAByAm
BAs	nAma	strI	caturTI	bahu	BAByaH
BAs	nAma	strI	paYcamI	eka	BAsaH
BAs	nAma	strI	paYcamI	dvi	BAByAm
BAs	nAma	strI	paYcamI	bahu	BAByaH
BAs	nAma	strI	zazWI	eka	BAsaH
BAs	nAma	strI	zazWI	dvi	BAsoH
BAs	nAma	strI	zazWI	bahu	BAsAm
BAs	nAma	strI	saptamI	eka	BAsi
BAs	nAma	strI	saptamI	dvi	BAsoH
BAs	nAma	strI	saptamI	bahu	BAsu
BAs	nAma	strI	samboDana	eka	BAH
BAs	nAma	strI	samboDana	dvi	BAsO
BAs	nAma	strI	samboDana	bahu	BAsaH
upAnah	nAma	strI	praTamA	eka	upAnat
upAnah	nAma	strI	praTamA	dvi	upAnahaH
upAnah	nAma	strI	praTamA	bahu	upAnahaH
upAnah	nAma	strI	dvitIyA	eka	upAnaham
upAnah	nAma	strI	dvitIyA	dvi	upAnahaH
upAnah	nAma	strI	dvitIyA	bahu	upAnahaH
upAnah	nAma	strI	tftIyA	eka	upAnahA
upAnah	nAma	strI	tftIyA	dvi	upAnadBiH
upAnah	nAma	strI	tftIyA	bahu	upAnadBiH
upAnah	nAma	strI	caturTI	eka	upAnahe
upAnah	nAma	strI	caturTI	dvi	upAnadByaH
upAnah	nAma	strI	caturTI	bahu	upAnadByaH
upAnah	nAma	strI	paYcamI	eka	upAnahaH
upAnah	nAma	strI	paYcamI	dvi	upAnadByaH
upAnah	nAma	strI	paYcamI	bahu	upAnadByaH
upAnah	nAma	strI	zazWI	eka	upAnahaH
upAnah	nAma	strI	zazWI	dvi	upAnahAm
upAnah	nAma	strI	zazWI	bahu	upAnahAm
upAnah	nAma	strI	saptamI	eka	upAnahi
upAnah	nAma	strI	saptamI	dvi	upAnatsu
upAnah	nAma	strI	saptamI	bahu	upAnatsu
upAnah	nAma	strI	samboDana	eka	upAnat
upAnah	nAma	strI	samboDana	dvi	upAnahaH
upAnah	nAma	strI	samboDana	bahu	upAnahaH
Pala	nAma	napuMsaka	praTamA	eka	Palam
Pala	nAma	napuMsaka	praTamA	dvi	Pale
Pala	nAma	napuMsaka	praTamA	bahu	PalAni
Pala	nAma	napuMsaka	dvitIyA	eka	Palam
Pala	nAma	napuMsaka	dvitIyA	dvi	Pale
Pala	nAma	napuMsaka	dvitIyA	bahu	PalAni
Pala	nAma	napuMsaka	tftIyA	eka	Palena
Pala	nAma	napuMsaka	tftIyA	dvi	PalAByAm
Pala	nAma	napuMsaka	tftIyA	bahu	PalEH
Pala	nAma	napuMsaka	caturTI	eka	PalAya
Pala	nAma	napuMsaka	caturTI	dvi	PalAByAm
Pala	nAma	napuMsaka	caturTI	bahu	PaleByaH
Pala	nAma	napuMsaka	paYcamI	eka	PalAt
Pala	nAma	napuMsaka	paYcamI	dvi	PalAByAm
Pala	nAma	napuMsaka	paYcamI	bahu	PaleByaH
Pala	nAma	napuMsaka	zazWI	eka	Palasya
Pala	nAma	napuMsaka	zazWI	dvi	PalayoH
Pala	nAma	napuMsaka	zazWI	bahu	PalAnAm
Pala	nAma	napuMsaka	saptamI	eka	Pale
Pala	nAma	napuMsaka	saptamI	dvi	PalayoH
Pala	nAma	napuMsaka	saptamI	bahu	Palezu
Pala	nAma	napuMsaka	samboDana	eka	Pala
Pala	nAma	napuMsaka	samboDana	dvi	Pale
Pala	nAma	napuMsaka	samboDana	bahu	he Pala
vAri	nAma	napuMsaka	praTamA	eka	vAri
vAri	nAma	napuMsaka	praTamA	dvi	vArI
vAri	nAma	napuMsaka	praTamA	bahu	vArIRi
vAri	nAma	napuMsaka	dvitIyA	eka	vAri
vAri	nAma	napuMsaka	dvitIyA	dvi	vArI
vAri	nAma	napuMsaka	dvitIyA	bahu	vArIRi
vAri	nAma	napuMsaka	tftIyA	eka	vAriRA
vAri	nAma	napuMsaka	tftIyA	dvi	vArByAm
vAri	nAma	napuMsaka	tftIyA	bahu	vAriBiH
vAri	nAma	napuMsaka	caturTI	eka	vAriRe
vAri	nAma	napuMsaka	caturTI	dvi	vArByAm
vAri	nAma	napuMsaka	caturTI	bahu	vAriByaH
vAri	nAma	napuMsaka	paYcamI	eka	vAriRaH
vAri	nAma	napuMsaka	paYcamI	dvi	vArByAm
vAri	nAma	napuMsaka	paYcamI	bahu	vAriByaH
vAri	nAma	napuMsaka	zazWI	eka	vAriRaH
vAri	nAma	napuMsaka	zazWI	dvi	vAroH
vAri	nAma	napuMsaka	zazWI	bahu	vArIRAm
vAri	nAma	napuMsaka	saptamI	eka	vAriRi
vAri	nAma	napuMsaka	saptamI	dvi	vAroH
vAri	nAma	napuMsaka	saptamI	bahu	vArIzu
vAri	nAma	napuMsaka	samboDana	eka	vAri
vAri	nAma	napuMsaka	samboDana	dvi	he vArI
vAri	nAma	napuMsaka	samboDana	bahu	vArIRi
maDu	nAma	napuMsaka	praTamA	eka	maDu
maDu	nAma	napuMsaka	praTamA	dvi	maDunI
maDu	nAma	napuMsaka	praTamA	bahu	maDUni
maDu	nAma	napuMsaka	dvitIyA	eka	maDu
maDu	nAma	napuMsaka	dvitIyA	dvi	maDunI
maDu	nAma	napuMsaka	dvitIyA	bahu	maDUni
maDu	nAma	napuMsaka	tftIyA	eka	maDunA
maDu	nAma	napuMsaka	tftIyA	dvi	maDuByAm
maDu	nAma	napuMsaka	tftIyA	bahu	maDuBiH
maDu	nAma	napuMsaka	caturTI	eka	maDune
maDu	nAma	napuMsaka	caturTI	dvi	maDuByAm
maDu	nAma	napuMsaka	caturTI	bahu	maDuByaH
maDu	nAma	napuMsaka	paYcamI	eka	maDunaH
maDu	nAma	napuMsaka	paYcamI	dvi	maDuByAm
maDu	nAma	napuMsaka	paYcamI	bahu	maDuByaH
maDu	nAma	napuMsaka	zazWI	eka	maDunaH
maDu	nAma	napuMsaka	zazWI	dvi	maDunoH
maDu	nAma	napuMsaka	zazWI	bahu	maDUnAm
maDu	nAma	napuMsaka	saptamI	eka	maDuni
maDu	nAma	napuMsaka	saptamI	dvi	maDunoH
maDu	nAma	napuMsaka	saptamI	bahu	maDuzu
maDu	nAma	napuMsaka	samboDana	eka	maDo, maDu
maDu	nAma	napuMsaka	samboDana	dvi	he maDunI
maDu	nAma	napuMsaka	samboDana	bahu	maDUni
dAtf	nAma	napuMsaka	praTamA	eka	dAtf
dAtf	nAma	napuMsaka	praTamA	dvi	dAtfRI
dAtf	nAma	napuMsaka	praTamA	bahu	dAtFRi
dAtf	nAma	napuMsaka	dvitIyA	eka	dAtf
dAtf	nAma	napuMsaka	dvitIyA	dvi	dAtfRI
dAtf	nAma	napuMsaka	dvitIyA	bahu	dAtFRi
dAtf	nAma	napuMsaka	tftIyA	eka	dAtfRA
dAtf	nAma	napuMsaka	tftIyA	dvi	dAtfByAm
dAtf	nAma	napuMsaka	tftIyA	bahu	dAtfBiH
dAtf	nAma	napuMsaka	caturTI	eka	dAtfRe
dAtf	nAma	napuMsaka	caturTI	dvi	dAtfByAm
dAtf	nAma	napuMsaka	caturTI	bahu	dAtfByaH
dAtf	nAma	napuMsaka	paYcamI	eka	dAtfRaH
dAtf	nAma	napuMsaka	paYcamI	dvi	dAtfByAm
dAtf	nAma	napuMsaka	paYcamI	bahu	dAtfByaH
dAtf	nAma	napuMsaka	zazWI	eka	dAtfRaH
dAtf	nAma	napuMsaka	zazWI	dvi	dAtfRoH-dAtroH
dAtf	nAma	napuMsaka	zazWI	bahu	dAtFRAm
dAtf	nAma	napuMsaka	saptamI	eka	dAtfRi
dAtf	nAma	napuMsaka	saptamI	dvi	dAtfRoH-dAtroH
dAtf	nAma	napuMsaka	saptamI	bahu	dAtfzu
dAtf	nAma	napuMsaka	samboDana	eka	dAtaH, dAtf
dAtf	nAma	napuMsaka	samboDana	dvi	dAtfRI
dAtf	nAma	napuMsaka	samboDana	bahu	dAtFRi
suvAc	nAma	napuMsaka	praTamA	eka	suvAk
suvAc	nAma	napuMsaka	praTamA	dvi	suvAcI
suvAc	nAma	napuMsaka	praTamA	bahu	suvAYci
suvAc	nAma	napuMsaka	dvitIyA	eka	suvAk
suvAc	nAma	napuMsaka	dvitIyA	dvi	suvAcI
suvAc	nAma	napuMsaka	dvitIyA	bahu	suvAYci
